Time,Data,Condition,Current,Label
2025-11-12 16:20:32.340,59360.0,None,baseline,None
2025-11-12 16:20:32.340,59350.0,None,baseline,None
2025-11-12 16:20:32.340,59360.0,None,baseline,None
2025-11-12 16:20:32.340,59353.0,None,baseline,None
2025-11-12 16:20:32.340,59349.0,None,baseline,None
2025-11-12 16:20:32.340,59361.0,None,baseline,None
2025-11-12 16:20:32.340,59374.0,None,baseline,None
2025-11-12 16:20:32.340,59374.0,None,baseline,None
2025-11-12 16:20:32.350,59353.0,None,baseline,None
2025-11-12 16:20:32.350,59379.0,None,baseline,None
2025-11-12 16:20:32.350,59364.0,None,baseline,None
2025-11-12 16:20:32.350,59353.0,None,baseline,None
2025-11-12 16:20:32.350,59337.0,None,baseline,None
2025-11-12 16:20:32.350,59337.0,None,baseline,None
2025-11-12 16:20:32.350,59342.0,None,baseline,None
2025-11-12 16:20:32.350,59337.0,None,baseline,None
2025-11-12 16:20:33.400,59373.0,None,baseline,None
2025-11-12 16:20:33.391,59384.0,None,baseline,None
2025-11-12 16:20:33.391,59388.0,None,baseline,None
2025-11-12 16:20:33.391,59349.0,None,baseline,None
2025-11-12 16:20:33.391,59350.0,None,baseline,None
2025-11-12 16:20:33.391,59362.0,None,baseline,None
2025-11-12 16:20:33.391,59350.0,None,baseline,None
2025-11-12 16:20:33.391,59375.0,None,baseline,None
2025-11-12 16:20:33.391,59361.0,None,baseline,None
2025-11-12 16:20:33.391,59388.0,None,baseline,None
2025-11-12 16:20:33.391,59354.0,None,baseline,None
2025-11-12 16:20:33.391,59361.0,None,baseline,None
2025-11-12 16:20:33.391,59357.0,None,baseline,None
2025-11-12 16:20:33.391,59361.0,None,baseline,None
2025-11-12 16:20:33.391,59352.0,None,baseline,None
2025-11-12 16:20:33.391,59352.0,None,baseline,None
2025-11-12 16:20:34.365,59322.0,None,baseline,None
2025-11-12 16:20:34.365,59334.0,None,baseline,None
2025-11-12 16:20:34.365,59280.0,None,baseline,None
2025-11-12 16:20:34.365,59284.0,None,baseline,None
2025-11-12 16:20:34.365,59313.0,None,baseline,None
2025-11-12 16:20:34.365,59322.0,None,baseline,None
2025-11-12 16:20:34.365,59280.0,None,baseline,None
2025-11-12 16:20:34.365,59342.0,None,baseline,None
2025-11-12 16:20:34.365,59324.0,None,baseline,None
2025-11-12 16:20:34.365,59276.0,None,baseline,None
2025-11-12 16:20:34.365,59276.0,None,baseline,None
2025-11-12 16:20:34.365,59323.0,None,baseline,None
2025-11-12 16:20:34.365,59320.0,None,baseline,None
2025-11-12 16:20:34.365,59301.0,None,baseline,None
2025-11-12 16:20:34.365,59338.0,None,baseline,None
2025-11-12 16:20:34.369,59323.0,None,baseline,None
2025-11-12 16:20:35.363,59307.0,None,baseline,None
2025-11-12 16:20:35.363,59266.0,None,baseline,None
2025-11-12 16:20:35.363,59248.0,None,baseline,None
2025-11-12 16:20:35.363,59294.0,None,baseline,None
2025-11-12 16:20:35.363,59273.0,None,baseline,None
2025-11-12 16:20:35.363,59269.0,None,baseline,None
2025-11-12 16:20:35.363,59255.0,None,baseline,None
2025-11-12 16:20:35.363,59242.0,None,baseline,None
2025-11-12 16:20:35.363,59289.0,None,baseline,None
2025-11-12 16:20:35.363,59300.0,None,baseline,None
2025-11-12 16:20:35.363,59253.0,None,baseline,None
2025-11-12 16:20:35.363,59239.0,None,baseline,None
2025-11-12 16:20:35.363,59247.0,None,baseline,None
2025-11-12 16:20:35.363,59244.0,None,baseline,None
2025-11-12 16:20:35.363,59244.0,None,baseline,None
2025-11-12 16:20:35.367,59289.0,None,baseline,None
2025-11-12 16:20:36.389,59245.0,None,baseline,None
2025-11-12 16:20:36.389,59232.0,None,baseline,None
2025-11-12 16:20:36.389,59264.0,None,baseline,None
2025-11-12 16:20:36.389,59264.0,None,baseline,None
2025-11-12 16:20:36.389,59237.0,None,baseline,None
2025-11-12 16:20:36.389,59269.0,None,baseline,None
2025-11-12 16:20:36.389,59251.0,None,baseline,None
2025-11-12 16:20:36.389,59245.0,None,baseline,None
2025-11-12 16:20:36.389,59236.0,None,baseline,None
2025-11-12 16:20:36.389,59231.0,None,baseline,None
