Time,Data,Condition,Current,Label
2025-11-12 16:20:32.350,262763.0,None,baseline,None
2025-11-12 16:20:32.350,262516.0,None,baseline,None
2025-11-12 16:20:32.350,262901.0,None,baseline,None
2025-11-12 16:20:32.350,263487.0,None,baseline,None
2025-11-12 16:20:32.350,265252.0,None,baseline,None
2025-11-12 16:20:32.350,262733.0,None,baseline,None
2025-11-12 16:20:32.350,262735.0,None,baseline,None
2025-11-12 16:20:32.350,262908.0,None,baseline,None
2025-11-12 16:20:33.061,262688.0,None,baseline,None
2025-11-12 16:20:33.061,262617.0,None,baseline,None
2025-11-12 16:20:33.061,265051.0,None,baseline,None
2025-11-12 16:20:33.061,263179.0,None,baseline,None
2025-11-12 16:20:33.061,262625.0,None,baseline,None
2025-11-12 16:20:33.061,262468.0,None,baseline,None
2025-11-12 16:20:33.061,262344.0,None,baseline,None
2025-11-12 16:20:33.061,262678.0,None,baseline,None
2025-11-12 16:20:33.458,263311.0,None,baseline,None
2025-11-12 16:20:33.458,263823.0,None,baseline,None
2025-11-12 16:20:33.458,262668.0,None,baseline,None
2025-11-12 16:20:33.458,262268.0,None,baseline,None
2025-11-12 16:20:33.458,264670.0,None,baseline,None
2025-11-12 16:20:33.458,262846.0,None,baseline,None
2025-11-12 16:20:33.458,264295.0,None,baseline,None
2025-11-12 16:20:33.458,264519.0,None,baseline,None
2025-11-12 16:20:33.990,264807.0,None,baseline,None
2025-11-12 16:20:33.990,262464.0,None,baseline,None
2025-11-12 16:20:33.990,262096.0,None,baseline,None
2025-11-12 16:20:33.990,263206.0,None,baseline,None
2025-11-12 16:20:33.990,262722.0,None,baseline,None
2025-11-12 16:20:33.990,264466.0,None,baseline,None
2025-11-12 16:20:33.990,263427.0,None,baseline,None
2025-11-12 16:20:33.990,264791.0,None,baseline,None
2025-11-12 16:20:34.587,262072.0,None,baseline,None
2025-11-12 16:20:34.587,262276.0,None,baseline,None
2025-11-12 16:20:34.587,261970.0,None,baseline,None
2025-11-12 16:20:34.587,262893.0,None,baseline,None
2025-11-12 16:20:34.587,264197.0,None,baseline,None
2025-11-12 16:20:34.587,262164.0,None,baseline,None
2025-11-12 16:20:34.587,261984.0,None,baseline,None
2025-11-12 16:20:34.587,263001.0,None,baseline,None
2025-11-12 16:20:35.113,263909.0,None,baseline,None
2025-11-12 16:20:35.113,264400.0,None,baseline,None
2025-11-12 16:20:35.113,264196.0,None,baseline,None
2025-11-12 16:20:35.113,263607.0,None,baseline,None
2025-11-12 16:20:35.113,262067.0,None,baseline,None
2025-11-12 16:20:35.113,261953.0,None,baseline,None
2025-11-12 16:20:35.113,262299.0,None,baseline,None
2025-11-12 16:20:35.113,261946.0,None,baseline,None
2025-11-12 16:20:35.716,262881.0,None,baseline,None
2025-11-12 16:20:35.716,263873.0,None,baseline,None
2025-11-12 16:20:35.716,261809.0,None,baseline,None
2025-11-12 16:20:35.716,262078.0,None,baseline,None
2025-11-12 16:20:35.716,261753.0,None,baseline,None
2025-11-12 16:20:35.716,261586.0,None,baseline,None
2025-11-12 16:20:35.716,264473.0,None,baseline,None
2025-11-12 16:20:35.716,261743.0,None,baseline,None
2025-11-12 16:20:36.236,264030.0,None,baseline,None
2025-11-12 16:20:36.236,264214.0,None,baseline,None
2025-11-12 16:20:36.236,261512.0,None,baseline,None
2025-11-12 16:20:36.236,261699.0,None,baseline,None
2025-11-12 16:20:36.236,261769.0,None,baseline,None
2025-11-12 16:20:36.236,261593.0,None,baseline,None
2025-11-12 16:20:36.236,261714.0,None,baseline,None
2025-11-12 16:20:36.236,263602.0,None,baseline,None
2025-11-12 16:20:36.801,261308.0,None,baseline,None
2025-11-12 16:20:36.801,263919.0,None,baseline,None
2025-11-12 16:20:36.801,262106.0,None,baseline,None
2025-11-12 16:20:36.801,261475.0,None,baseline,None
2025-11-12 16:20:36.801,261574.0,None,baseline,None
2025-11-12 16:20:36.801,261917.0,None,baseline,None
2025-11-12 16:20:36.801,263188.0,None,baseline,None
2025-11-12 16:20:36.801,264078.0,None,baseline,None
2025-11-12 16:20:37.370,262570.0,None,baseline,None
2025-11-12 16:20:37.370,261624.0,None,baseline,None
